Family_History,Social_Support,Counseling_Service_Use,Extracurricular_Involvement,Semester_Credit_Load,Sleep_Quality,Physical_Activity,Stress_Level,Financial_Stress,Substance_Use,Diet_Quality,Depression_Score,Anxiety_Score,Chronic_Illness,Burnout_Score,Burnout_Level
1,1,0,0,0.285714286,1,0.5,0,0.4,0,0.5,0.2,0.6,0,0.422851649,0
0,0,0,0,0.071428571,0.5,1,0.6,0.8,0,1,0.2,0.4,0,0.425879151,0
1,1,0,0.5,0.571428571,1,0.5,0.4,0,0,0.5,0.8,0.2,0,0.381669002,0
0,1,0,0.5,0.357142857,0.5,0.5,0.2,0.2,0,0,0.8,0,0,0.316376914,0
1,0.5,0.5,1,0.928571429,0.5,0,0.6,0.8,0,0.5,1,0.8,0,0.81125309,2
0,0.5,0.5,0,0,0.5,0.5,0,0.6,0,0.5,1,0.8,0,0.557278111,2
1,1,0.5,0,0,0.5,0.5,0,0,0,0.5,0.2,0.8,0,0.469411866,1
0,0.5,0,0,0.714285714,1,0.5,0.6,0,0,1,0.8,0.8,0,0.478728333,1
0,0.5,0,0,0.428571429,1,0,0,0.8,0.5,0.5,0.6,0.2,0,0.474209776,1
1,0,1,0.5,0.928571429,0.5,0,0.8,0.2,0.5,0.5,0,0.4,0,0.8637007,2
0,0.5,0.5,1,0.285714286,0.5,1,0.6,0.6,0,0.5,0.6,0.8,0,0.375300888,0
1,0.5,0,0,0.285714286,0.5,0,0.6,0.8,0.5,0.5,0.6,1,0,0.807657567,2
0,0.5,0.5,0.5,0.285714286,0.5,0.5,0.2,0.4,0,0.5,0.4,1,0,0.519102016,1
1,1,0,0,0.357142857,1,1,0,0.4,0,0.5,0.2,0.6,0,0.398955215,0
0,0.5,0.5,0,0.857142857,1,0,0.4,0.6,0.5,0,0.4,0,0,0.586616135,2
1,0.5,0.5,0.5,1,1,0.5,0,0,0,0,0.6,1,0,0.555420405,2
0,0.5,0.5,0.5,0.428571429,0.5,0.5,0.6,0.8,0,1,1,0.6,1,0.652476243,2
0,0.5,0.5,0,0,1,1,0.2,0,0,1,0,0.2,1,0.238942225,0
0,0.5,0.5,1,0.714285714,0,0.5,0.6,0.2,0,0,0.4,0.8,0,0.525643563,1
0,0.5,0,1,0.285714286,0.5,0,1,0.4,0,0,0,0.6,0,0.470581662,1
0,1,0,0.5,0.071428571,0,0.5,0.2,1,0,0.5,0.4,0.4,0,0.433864029,1
0,1,0,0.5,0.214285714,1,1,0.6,0,0,0,0,0,0,0.14897733,0
1,1,1,0.5,0.642857143,0.5,0.5,0.8,0.4,1,1,1,0.4,0,0.748518258,2
0,1,1,0,0.214285714,1,0,0.8,0.6,0,0,0.6,0.8,0,0.615660836,2
0,0,0,0,0.214285714,1,0,0.8,0,0,0,0.4,0.8,0,0.560149641,2
1,1,0,0,0.857142857,1,0.5,0.2,1,0,1,0.2,0.4,0,0.477508485,1
0,0,1,0,0.428571429,1,1,0.6,0.6,0.5,0,0.8,0.6,0,0.746062268,2
0,1,0,0,0.357142857,0.5,0.5,0,0.2,0,0.5,0,0.4,0,0.239412471,0
0,0.5,0,0,0.857142857,1,0,0,0.4,0,0.5,0.2,0.2,0,0.440680274,1
1,1,1,0,0,1,1,0.2,0.2,0,0.5,0.8,0.2,0,0.450745178,1
0,0.5,0,0.5,0.571428571,0.5,0.5,0,0,0,0.5,0.8,0.8,0,0.373170811,0
1,1,0,0.5,0.642857143,1,0,0.6,0.8,0,0.5,0.8,0.6,0,0.653938198,2
0,0,0,0,0.142857143,0,0,0,0.2,0,0,0.6,0,0,0.53432799,1
0,0.5,0,0,0.214285714,0.5,0,1,1,0,0.5,0.2,0.2,0,0.563441366,2
0,0.5,0,0.5,0.357142857,1,0.5,0.4,0.6,0,0.5,1,1,0,0.459232893,1
0,1,0,0.5,0.357142857,1,0.5,1,0.2,0.5,0,1,0,0,0.408814094,0
1,0.5,0,0,0.571428571,1,0.5,0.8,0.2,0,0.5,0.6,0,0,0.495632761,1
0,0.5,0.5,0.5,0,1,1,0.2,1,0,0.5,0.4,1,0,0.458176003,1
0,1,1,1,0.571428571,0.5,0.5,1,0,0,0.5,0.2,0,0,0.313088681,0
0,1,0,0.5,0.571428571,0.5,1,0.8,0.8,0,1,0.6,0.4,0,0.343146042,0
1,0,0.5,1,0.785714286,1,0.5,0.4,1,0,0.5,0.4,0,0,0.60659346,2
0,0,0.5,0.5,0.928571429,1,0.5,0.6,0.2,0,0,0.4,0.4,0,0.578216881,2
1,1,0,0.5,0.928571429,1,0.5,1,0.4,0,1,0.2,0,1,0.526722569,1
1,1,0,0.5,0.571428571,0.5,0,0.8,0,0,0.5,0.4,1,0,0.561719845,2
0,1,0.5,0.5,0.5,0.5,0,0.8,1,0,0.5,0.6,0.4,0,0.602123791,2
0,1,0,0,0.357142857,1,0.5,0.6,0.8,0.5,0.5,0.6,0.2,1,0.530950131,1
0,1,0,0.5,0.428571429,0.5,0.5,0.2,0.2,0,0.5,0,1,0,0.336739516,0
0,1,1,0.5,0.142857143,0,0.5,0.4,0.2,0,0.5,0,1,0,0.425415889,0
0,1,1,0.5,0.5,0,0,0.8,0.8,0,0.5,0.6,0.8,0,0.742730968,2
0,0.5,0,0,0.214285714,0.5,0.5,0.4,0.2,0,0.5,0.6,1,1,0.640910974,2
1,0.5,0,0.5,0.214285714,0,0.5,0.2,0.6,1,1,0.6,0.6,0,0.596163068,2
1,0.5,0,1,0.357142857,0.5,0.5,0.4,0.4,0,0.5,0.2,0.6,0,0.381632919,0
1,1,0,0.5,0.928571429,0.5,0.5,0.4,1,0,0.5,0.8,0.8,0,0.721325443,2
1,0.5,0,0.5,0.5,1,0.5,0.6,0.6,0,0,0.6,0,0,0.538163292,1
0,0.5,0.5,0.5,0.642857143,1,0.5,0.6,0,0,0.5,0,0.2,0,0.430402363,1
0,0.5,0,0,0.928571429,0,1,0,1,0,1,0,1,0,0.540810174,1
0,0.5,0,0,0.857142857,0,0.5,1,0.6,0,0.5,0.6,1,0,0.689669943,2
1,0.5,0,1,0.071428571,1,0.5,0,0.2,0,0,0,0.2,0,0.291431737,0
0,0.5,0.5,0.5,0.142857143,0.5,0.5,0.2,0.4,0,1,0.2,0.4,0,0.3328239,0
1,0,0.5,0,0.214285714,1,0,0,1,0,0.5,0.4,0,0,0.636771875,2
0,1,0.5,0,0.571428571,1,0.5,0.6,0.2,0,0.5,1,1,0,0.560668774,2
0,0.5,1,0.5,0.285714286,0.5,1,0.6,0,0,1,0.4,0.8,0,0.437566638,1
1,0.5,0,0.5,0.285714286,0.5,0,0.6,0.6,0,0.5,0.2,0.2,0,0.503873713,1
1,0,0,0.5,0.785714286,0.5,0.5,0.4,0.4,0,0,0.6,0.8,0,0.722732691,2
0,1,0.5,0.5,0.428571429,1,0.5,0.4,0.8,0,1,0.6,0,0,0.289759103,0
0,1,0,0.5,0.214285714,0.5,0.5,1,0.2,0,0,0.2,0.6,0,0.41414045,0
0,0.5,1,0,0.071428571,0.5,0.5,0.6,0,0,0.5,0.8,0.2,0,0.493555063,1
1,0.5,0,0,0.142857143,0.5,0.5,0.2,0.8,0,0.5,0.6,0.2,0,0.474726582,1
0,0.5,0,0.5,0.5,1,1,0,0.6,1,0,0.6,0.6,0,0.528059977,1
0,0.5,0,0,0.357142857,1,0.5,0,0.8,1,1,0.8,0,0,0.411291036,0
0,0,1,1,0.928571429,1,1,0.8,0.2,1,0.5,0.2,0,0,0.478169624,1
1,0.5,0,0,0.285714286,1,0,0.6,0.8,0,0.5,0.4,0.2,0,0.579803381,2
1,0.5,0,0,1,0.5,0.5,1,0.6,0,0.5,0.2,1,0,0.775957836,2
0,0.5,0,0,0.142857143,1,0,0,0.8,0,0.5,0.4,1,0,0.448237973,1
0,1,0,0.5,0.071428571,1,1,0.8,0,0,0.5,0.6,0.8,0,0.295570837,0
1,1,0,1,0.571428571,0,0,0.4,0.8,0,0.5,0,0.4,0,0.501499202,1
0,0.5,0.5,0,0.285714286,0.5,0.5,0.2,0.6,0,0.5,0.6,0,0,0.510946033,1
0,1,0,0,0,0,0,1,0,0.5,0.5,1,0.2,0,0.596778812,2
0,0.5,0,0.5,0.928571429,1,0.5,0,0.8,0,0,0.6,0.4,0,0.47332981,1
0,1,0.5,0.5,1,1,0,0,1,0.5,0.5,0.8,0.2,0,0.512310214,1
1,0.5,0,0.5,0.642857143,1,0.5,0.4,0,0,0.5,0.8,0.2,0,0.423444113,0
0,0.5,0.5,0.5,0.785714286,0,0,0.8,0.8,0,0.5,0,0.8,0,0.679809899,2
0,0.5,0,0.5,0.857142857,1,1,0,1,0,0,0.8,1,0,0.527576927,1
1,1,0,0,0.714285714,0.5,0.5,1,0.2,0,0.5,0,0,0,0.461617881,1
0,0.5,0.5,0,1,0.5,0.5,0.4,0.8,1,0.5,0,0.6,0,0.680954088,2
0,0.5,0,0.5,0.142857143,0.5,0,0.2,0.4,0,0,0.4,0,0,0.418319125,0
0,1,0,0.5,1,1,0.5,0,0,0,0.5,1,0.4,0,0.306324815,0
0,1,0,0,0.857142857,0.5,1,0,0,0,0,0,1,0,0.322797408,0
1,0,0.5,0.5,0.5,0.5,1,0.4,1,0,0.5,0.2,1,0,0.650668588,2
0,1,0,1,0.785714286,1,0,0.2,0.6,0,0.5,0.6,0.8,0,0.443995279,1
1,0.5,1,0.5,0.857142857,0,0,0.8,0,0,0.5,0.8,0,0,0.751829771,2
1,1,0,1,0.571428571,1,0,0,0,0,0.5,0.4,1,0,0.38276896,0
1,0,0.5,1,0.714285714,1,0.5,0,1,0,1,0,0.8,0,0.422434945,0
0,1,0,0,0.785714286,0.5,0.5,0,0.6,0.5,0.5,0,0.6,0,0.394171272,0
1,0,0.5,0.5,0.428571429,0.5,0.5,0.8,0.6,0,0.5,0,0,0,0.575634018,2
0,1,0,0.5,0.214285714,1,0.5,0.6,0.4,0,0.5,0.6,0.6,0,0.34461498,0
0,0,0,1,0.642857143,0.5,0.5,0,1,0,0.5,0.4,0.6,0,0.485579497,1
0,0.5,0.5,0,0.571428571,1,0.5,0,0.6,0,0.5,0.6,0.2,1,0.522830232,1
1,0,0,0.5,0.142857143,0,0,0.6,0.6,0,0.5,0.2,0.8,0,0.754678021,2
1,1,0,0,0.857142857,0.5,0.5,0.4,0.6,0,0.5,0.4,0.8,1,0.704784176,2
1,0.5,0,0.5,0.071428571,0.5,0.5,0.4,0.2,0,0.5,1,0.4,0,0.46727015,1
0,0.5,0.5,0.5,0.928571429,1,0.5,0.8,0.2,0,0.5,0.4,0.4,0,0.443630954,1
0,0,0,0,0.928571429,1,0.5,0.4,0.4,0,1,1,0.2,0,0.497463696,1
0,0.5,1,0.5,0.285714286,1,0,0.6,0.8,0,1,0.6,0.6,0,0.521880427,1
0,0.5,0,0.5,0.785714286,1,0.5,0,1,0,1,0.8,0.8,0,0.468063981,1
0,1,1,1,1,1,0.5,0.8,1,1,0.5,0.6,0.4,0,0.65924011,2
0,0.5,0,0,0.357142857,1,0.5,0.6,1,0,1,0.6,0,0,0.41394723,0
1,0,0,0.5,1,1,0,0,0.2,0,0.5,0.6,0.2,0,0.593095991,2
0,0,0,0,0.285714286,1,0,0,1,0,0,1,0.4,0,0.599227818,2
0,0.5,1,1,0.5,1,0.5,1,0.6,0,0,0,1,0,0.589274657,2
1,1,1,0,0.928571429,1,1,1,1,0,0.5,0,0.4,0,0.634379903,2
0,0.5,0,0,0.642857143,0.5,0.5,0,0.8,0,0.5,1,0.6,0,0.572956872,2
0,0,0,0,0.071428571,0,0.5,0,0.8,0,0,0.8,0.4,0,0.620571652,2
0,0,1,0.5,0.857142857,0.5,0,0.2,0.2,0,0.5,0.2,0.4,0,0.58821311,2
0,0.5,0.5,0.5,0.142857143,0.5,0,0.4,0,1,0.5,1,0.2,0,0.524452815,1
0,0.5,0.5,0.5,0.214285714,1,1,0.6,0.6,0,0,0.6,0.8,0,0.466742868,1
0,1,0,1,0.714285714,0.5,0.5,1,0.6,0,0,0,0.4,0,0.415199668,0
1,0.5,0.5,0,0.285714286,1,0.5,0.8,0.4,0,0.5,0.2,0.2,0,0.522165601,1
0,1,1,0.5,0.214285714,0.5,1,0.6,0.2,0,0.5,0.6,0.6,0,0.390145078,0
0,0,0.5,0.5,0.714285714,1,0.5,0.2,0.4,0,0,0.4,1,0,0.549801891,2
0,1,0,0,0.428571429,0.5,0,1,0.6,0,0.5,0.4,0.8,0,0.623657353,2
0,0.5,0.5,0.5,0.642857143,0.5,0.5,0.2,0.6,0,0.5,1,0.6,0,0.531239961,1
0,0.5,0.5,0,0.428571429,1,0,0.4,1,1,1,0.6,0.4,0,0.6955294,2
1,0,0.5,0,0.714285714,1,0.5,0,0.8,0,0.5,0.6,0.4,0,0.637822945,2
0,1,0,0.5,1,1,0.5,0.6,0.6,0,0.5,0.4,0.6,0,0.402901095,0
0,0.5,0,0.5,0.571428571,0.5,0,0.4,1,0,0,0,0.2,0,0.554093472,2
0,0.5,0,0.5,0.214285714,1,0.5,0.4,0,0,0.5,0.6,0.8,0,0.411190934,0
0,0.5,0,0,0.428571429,1,0,1,0.8,0,0.5,0.2,0.2,0,0.550603871,2
0,0.5,1,1,0.714285714,1,0.5,0.2,0.6,0,1,0.6,0.8,0,0.385761543,0
1,0.5,1,1,0.285714286,1,0.5,0.6,0,0.5,0.5,0.4,0,0,0.42695001,1
0,0.5,0,0.5,0.785714286,1,0.5,0.4,0.6,0,0.5,0,0.2,0,0.358117105,0
0,0,0,0.5,0.071428571,1,1,0.6,0.4,0,0,0.8,0.4,0,0.406829515,0
0,0.5,0,0,1,1,0.5,0.2,0,0,0.5,0.8,0,0,0.408914196,0
0,0,0,1,0.642857143,0.5,0,1,1,0,0.5,0.6,0.4,0,0.640917958,2
0,1,0.5,1,0.428571429,0,0.5,0.4,0.2,0,0.5,0,1,0,0.397579395,0
0,0.5,1,0,0.357142857,1,0,0.4,0,0.5,1,0.6,0.6,0,0.561985231,2
0,0,0,0.5,0.142857143,0.5,1,0,1,0,0.5,0.2,1,0,0.428397996,1
1,0.5,0,0.5,0.5,1,1,0.4,0.8,0.5,0.5,0.4,0.8,0,0.505783798,1
1,1,0,0.5,0.428571429,1,0,0.6,0.4,0,0.5,1,0.6,0,0.57039496,2
0,0.5,0.5,0.5,0.642857143,0.5,1,0.4,1,0,0.5,0.2,0.8,0,0.494208054,1
0,1,0,0.5,0.642857143,1,1,0.6,0.2,1,0.5,0.4,0.2,0,0.330436584,0
0,1,0.5,1,0.785714286,1,0.5,0.6,0.4,0,1,0.2,0,0,0.269346451,0
0,1,0,0,0.5,0.5,1,0.2,0.2,0,0.5,0.8,0.6,0,0.375165867,0
0,1,0.5,0.5,0.928571429,0.5,0.5,0,0.2,0,0.5,0.2,1,0,0.385748739,0
0,0.5,0,0.5,0.571428571,1,0.5,0.4,0.2,0,0.5,0.6,0.4,0,0.364656324,0
0,1,0,1,0.214285714,0.5,0.5,1,0.6,0,0.5,0.6,0,0,0.326811962,0
0,0.5,0,0,0.928571429,0.5,0.5,0.6,0.8,0,0.5,0.6,0.4,0,0.530250581,1
0,1,0.5,1,1,0,0.5,0.6,0,0,1,1,0.6,0,0.430725949,1
1,1,0,0.5,0.285714286,1,0,0.4,0.2,0,0.5,0.4,0,0,0.375129783,0
0,0.5,0.5,1,0.285714286,0.5,0.5,0,0.6,1,0.5,0.8,0.8,0,0.588863773,2
0,0.5,0.5,0.5,0.285714286,1,0,0,0.4,0,0.5,0.4,0.4,0,0.423584954,0
0,0,0,0.5,0.214285714,1,0,0.2,0.4,0,0,0,0.2,0,0.411190934,0
0,0,0,1,0.142857143,1,0,0.4,1,1,0,0.6,0.2,0,0.632419767,2
1,0.5,0,1,0,0,0.5,0,0.4,0,0.5,0.2,0,0,0.344432236,0
0,0.5,0,0.5,0.071428571,0.5,0,0.2,0,0,0.5,0.4,0.2,0,0.339740247,0
0,0.5,0,0.5,0.928571429,0.5,0,1,0.8,0,0.5,1,0.8,0,0.676520502,2
0,1,0,0.5,0.071428571,1,0.5,1,0.2,1,1,0.4,0.4,0,0.353118991,0
0,0,0,0.5,0.285714286,0.5,0.5,1,0.2,1,1,0.8,0.2,0,0.503841122,1
1,0.5,0,0,0.571428571,0.5,0.5,0.6,0.6,0,0.5,0.4,0.2,0,0.557735554,2
0,0.5,0,0.5,0.5,1,0.5,0.6,0.6,0,0.5,0,0.6,0,0.327134383,0
0,0.5,1,0,0.357142857,1,0.5,0.6,0.4,0,0.5,0.2,0.2,1,0.559239411,2
1,0.5,0.5,0.5,0.357142857,0.5,0.5,0.8,1,0,0.5,1,0.6,0,0.729977279,2
1,0.5,0,0,0,0.5,0.5,0.6,0.6,0.5,0.5,0,0.6,0,0.539181771,1
0,0.5,0,0,0.928571429,0.5,0.5,0.6,1,0,0.5,0.2,0,0,0.537616223,1
1,0,0,1,0.714285714,1,0.5,0.2,1,0,0.5,0.2,0,0,0.445745899,1
0,1,0,0.5,0.142857143,0.5,0.5,0.2,0.6,0,0.5,0.2,0.6,0,0.280669612,0
1,0,0,1,0.785714286,0.5,0.5,0.2,0.2,0,0.5,0.6,0.4,0,0.512534861,1
0,0,0,0,0.071428571,1,0.5,0.8,0.4,0,0.5,0.8,0,0,0.443967343,1
0,0,0.5,0.5,0.857142857,1,0.5,0.6,0.8,0,0.5,0.8,0.8,0,0.664313883,2
0,1,0.5,1,0.928571429,1,0.5,1,0.2,0,0.5,0.4,0,0,0.304979258,0
1,1,0,0.5,0.857142857,1,0.5,0.2,0,0,0.5,0.2,0.6,1,0.517245473,1
1,1,0,0.5,0.785714286,1,0,0.6,0.8,0,1,0.4,0.2,1,0.546763913,2
0,0.5,0,0.5,0.785714286,0.5,0.5,0.2,0.4,0,0,0,1,0,0.499881274,1
1,1,0.5,0,0.428571429,0.5,1,0.8,0.6,0,0.5,0,0.4,0,0.490725437,1
0,0.5,0.5,0.5,0.642857143,0.5,0,0.6,0.4,0,0.5,0.2,0.4,0,0.594850103,2
0,1,0,0.5,0.142857143,1,0.5,1,0.4,0.5,1,0.6,1,0,0.419622779,0
1,0.5,1,0,0,0.5,1,0,1,0,0.5,0.6,0.2,0,0.59576848,2
0,1,0,0,0.214285714,1,0.5,0.2,0.4,0,0.5,1,0.4,0,0.357513002,0
1,0,0,0.5,0.928571429,0.5,0.5,0,1,0,0.5,1,1,0,0.765608923,2
0,0.5,0,0.5,0.571428571,1,0.5,0.2,0.8,0,1,0.8,0.8,0,0.367141414,0
0,1,0.5,0,0.285714286,1,0.5,0.4,0.6,0,0.5,0,0.4,0,0.368929281,0
0,0.5,0,0,0.857142857,1,1,0,0,0,1,0.6,0.4,0,0.256474036,0
0,0.5,0,1,0.285714286,0.5,0.5,0.2,0.4,0,0.5,0.4,0.4,0,0.25640769,0
0,0.5,0.5,0.5,0.642857143,0.5,0,0.8,0,0,0.5,0.4,0.6,0,0.559627015,2
0,0,0,1,0.285714286,0,0.5,0.2,0,0,1,0.4,0.4,0,0.318135682,0
0,1,0,0,0.642857143,1,0.5,0.2,1,0,0,1,0.6,0,0.57266355,2
0,0.5,0.5,0.5,0.142857143,1,0.5,0.2,0,0,0,0.8,0.4,0,0.376227413,0
0,0.5,0,0.5,0,1,0,0.6,0.6,0,0,1,0,0,0.520474344,1
0,0.5,0.5,0,0.214285714,1,0,0.2,0,0,0,0.4,0.6,0,0.556214237,2
0,0.5,0.5,1,0,1,0,0,0.2,0.5,0,0,0.8,0,0.390174177,0
0,0,0,0.5,0.357142857,0.5,0.5,1,0,0,0.5,0.6,0.4,0,0.546822112,2
1,0,0,0,0.285714286,0.5,0,1,1,0,0.5,0.2,0.6,0,0.77183154,2
0,0.5,0,1,0.142857143,1,1,0.8,0.8,0.5,0.5,0.6,0.6,1,0.483526243,1
1,1,0.5,0.5,0.357142857,0.5,0,0.2,0.6,0,0.5,1,0.2,0,0.545355502,2
0,0.5,0,0.5,0.5,1,0.5,0.6,0.8,0,0.5,0.4,1,0,0.443037326,1
1,1,0,0,0.928571429,0.5,0,0,0.6,0,1,0.2,0.8,0,0.523381957,1
1,0,0,0,1,1,1,0.8,0,0,0.5,0.6,0.6,0,0.630535289,2
0,0.5,0,0.5,0.714285714,0.5,0.5,0.2,0.4,0,0.5,0.4,1,0,0.45153901,1
0,0,0,0.5,0.285714286,1,0.5,0.8,1,0,0.5,0,0.6,0,0.435578566,1
0,0,0,0.5,0.642857143,1,0,0.4,0.8,0,0.5,0.4,0,0,0.466969844,1
1,1,0,0.5,0.071428571,0.5,0.5,0,0.4,0,1,0.8,0.2,0,0.301331356,0
0,0.5,0.5,0.5,0.285714286,1,1,1,0.6,0.5,0.5,0,0.6,0,0.443832322,1
0,1,0,1,0.714285714,1,0.5,0,0.8,1,1,0.2,0.6,0,0.26899493,0
0,0.5,0,0,0.214285714,1,0.5,0.8,0.2,0,1,0.4,0.8,0,0.403238648,0
1,0.5,0,0,0.428571429,0,0.5,0.6,0.6,0,0.5,0.2,0,0,0.605332874,2
0,0.5,0.5,0.5,0,0.5,0.5,0,0.4,0.5,0.5,0.6,1,0,0.488070407,1
0,1,0.5,0.5,0.785714286,0.5,0,0.4,0.8,1,0.5,0.6,0.8,0,0.765500673,2
1,0.5,0,0,0.5,0.5,0,1,0.2,0.5,0.5,0,0.8,0,0.765137512,2
1,1,0.5,0.5,0.428571429,0.5,1,1,0,0,0.5,0.2,1,0,0.543555994,1
0,0.5,0,1,0.5,1,1,0,0.6,0,0.5,0,0,0,0.124318492,0
0,1,0,0.5,0.142857143,1,0.5,0.8,0.2,0,0.5,0.2,0.6,0,0.264308761,0
0,0,0,0,0.928571429,1,0,0,0.8,0,0.5,0.6,0.8,0,0.60816832,2
1,1,0,0.5,0,0.5,0,0.2,1,0,0,0.6,0,0,0.549610999,2
1,0.5,0.5,0,0.214285714,0.5,0,0.8,0.2,0,0,0.4,0,0,0.74024937,2
1,1,0.5,0.5,0.928571429,1,0,0.2,0.8,0,1,0.4,0.8,0,0.583276686,2
0,0.5,0,0.5,0.5,0.5,0.5,0.4,0.4,0,0.5,1,0,0,0.440633715,1
0,0,0.5,0.5,0.928571429,0,1,1,0.6,0,0.5,0,0.4,0,0.554905927,2
1,1,0,1,0.785714286,1,0.5,0,0.2,0,0.5,0.8,0.2,0,0.340965914,0
1,1,0,1,0.214285714,1,0,0.6,0,0,0.5,0.2,0,0,0.263144785,0
1,0.5,0.5,0.5,0,1,0,0.6,0.4,0,0.5,0.8,0.6,1,0.705365,2
1,1,0.5,0.5,0.357142857,0.5,0.5,0.6,0.8,0,0.5,0.2,0.4,0,0.585116933,2
1,0.5,0.5,0.5,0.357142857,1,0.5,0.4,1,0,0.5,0.6,0.4,0,0.654120942,2
0,0,1,0.5,0.428571429,0.5,1,0.4,0.6,0,0.5,0.2,0,0,0.490595071,1
0,0.5,0,0,0.285714286,0.5,0,1,0.2,0,0,0.6,0.8,0,0.594599848,2
0,1,1,1,0.142857143,0.5,0.5,0.6,0.2,0,1,0.4,0.4,0,0.269710775,0
1,0.5,0.5,0,0.5,0,0.5,0.8,0.8,0,0.5,0.6,0.6,1,0.942988439,2
1,1,0.5,0,0.142857143,0.5,0,0,0.2,0,0,0.4,0.4,0,0.533040632,1
0,0.5,0.5,0,0.571428571,1,0.5,0.4,0.2,0,1,0,0.6,0,0.343317146,0
1,0.5,0,0,0.142857143,1,1,0.6,1,0,0.5,0.8,0.6,0,0.534425764,1
1,0,0,0.5,0.285714286,1,1,0.4,0.4,0,0.5,0.2,0.2,0,0.409937332,0
0,0,0,0,0.857142857,0.5,1,0,0.8,0,1,0.8,0.4,0,0.523926697,1
0,0,0.5,0.5,0.571428571,1,0.5,1,0,0.5,0,0.8,0.8,0,0.722142555,2
0,0,0,1,1,1,0,0.6,0.6,0,0.5,0,0.8,0,0.493977586,1
0,0.5,0,0.5,0.5,1,0.5,0.8,0.4,0,0.5,0.6,0.4,0,0.367009884,0
1,1,0,0,0.285714286,1,0.5,1,0.6,0,0.5,1,0.2,0,0.600808498,2
1,0,0.5,0.5,0.857142857,1,1,0.4,0.4,0,0.5,0.6,0.4,0,0.560820091,2
0,0,0,0.5,0.5,0.5,0.5,0.2,0.4,0,0.5,0.8,0,0,0.484599429,1
0,0,0.5,0.5,0.214285714,0.5,0.5,1,0,0,1,0.8,0.6,1,0.60801002,2
1,0,0,0,0.5,0.5,0.5,0.4,0.8,0,0,0,0.6,0,0.705764244,2
0,1,0.5,0.5,0.571428571,1,1,0.4,0,0,0.5,0.2,0,0,0.224635792,0
0,0.5,0.5,0,0.214285714,0.5,1,0.2,0.6,0,0.5,1,0,0,0.418035115,0
1,0.5,0.5,0,0.142857143,0,1,1,0.4,0.5,0,0.8,0,0,0.707135408,2
0,0.5,0,0.5,0.714285714,1,0.5,0.8,0.4,0,0.5,0.6,0.4,0,0.433589331,1
0,0.5,0.5,0.5,0.714285714,0.5,0,1,0.8,0,0,0.2,0.4,0,0.668711385,2
1,1,0.5,0.5,0.571428571,0.5,0.5,0.8,0.8,1,1,0.2,0,0,0.636769547,2
0,0.5,0,0.5,0.5,0.5,0,1,0,0,1,0,0.8,0,0.482146931,1
1,1,1,1,0.928571429,1,0.5,0,0.4,0,0.5,0.8,0.4,0,0.486064875,1
0,0.5,0,0,0.357142857,1,0.5,0.4,0.8,0,0.5,0.2,0.6,0,0.419186287,0
0,1,0,0,0.071428571,1,0.5,0.4,0.2,0,0.5,0.2,0.2,0,0.242186227,0
0,0.5,0.5,0.5,0.785714286,1,0.5,0.6,0.6,0,0.5,0.6,0.4,0,0.509992737,1
0,0,0.5,0.5,0.428571429,1,0.5,0.6,0.4,0,0.5,0,0,0,0.32811096,0
0,1,0.5,0,1,0,0.5,0,0.4,0,0.5,1,0.8,0,0.595434419,2
0,1,0.5,0.5,0.857142857,1,1,1,0.2,0,1,0.2,0.8,0,0.342327766,0
1,0.5,0.5,0,0.571428571,1,0.5,0.8,0,0,0,1,0,0,0.628866147,2
0,1,0,0.5,0.857142857,0.5,0,0.4,0.4,0,0.5,0,0,0,0.352113315,0
1,0.5,0,0.5,0.071428571,0.5,1,0.6,1,0,0.5,0.8,0.2,0,0.480722224,1
0,0,0,1,0.714285714,0,0,0.2,0.8,0,1,0,0,0,0.402407569,0
0,0,0,0,1,1,0.5,0.2,0.2,0,0.5,0.6,0.2,0,0.47590569,1
1,1,0.5,0.5,0.714285714,0.5,1,0.6,0,0,0.5,1,0.4,0,0.494355879,1
1,0.5,0,0.5,0.714285714,1,0,0.2,0.6,0,0.5,0,0.6,0,0.507343527,1
0,0.5,0,0.5,0.357142857,0.5,0.5,0.2,0.8,0,1,0.4,0.4,0,0.336550952,0
0,0.5,0,0,0.928571429,1,0,0,0.4,0,0,0,1,0,0.536402196,1
0,0,0.5,0.5,0.642857143,1,0.5,0.8,0.6,0,1,0,0.2,0,0.417838403,0
0,1,0,0.5,0.714285714,1,0.5,0.6,0.6,0,0,1,0.2,0,0.447456945,1
0,1,0,0.5,1,1,1,1,0.6,0,0,0.6,0,0,0.412148887,0
1,1,0,0,0.071428571,1,0.5,0.2,0.8,0,0.5,0.8,0.4,0,0.491322556,1
0,0,0,0,0.214285714,1,0.5,1,0.2,0,0.5,0,0.6,0,0.445534056,1
0,0,0,0.5,0.928571429,0,1,0.8,0,0.5,0.5,0.2,0.6,0,0.519104343,1
1,0.5,1,0,0.071428571,1,0.5,0,0.2,0,0.5,0.6,0.6,0,0.612700844,2
1,0.5,0,0.5,0.142857143,0,1,0.6,0,0,0.5,0.8,0,0,0.432243774,1
0,0.5,0,0.5,0.857142857,0.5,0,0.8,0.6,1,0.5,1,0.2,0,0.712109079,2
0,0,0,0.5,0.714285714,0,0,0.8,0.2,0,0.5,0.6,0,0,0.560931833,2
